RestaurantID,RestaurantName,CountryCode,City,Address,Locality,LocalityVerbose,Cuisines,Currency,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating
18268390,Hype,1,New Delhi,S-1| American Plaza| Eros Hotel| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,Finger Food| Italian| Middle Eastern,Indian Rupees(Rs.),No,No,No,No,4,142,4700,3.7
196,McDonald's,1,New Delhi,Shop 1| Plot 45| Satyam Cinema Complex| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,Fast Food| Burger,Indian Rupees(Rs.),No,Yes,No,No,2,177,500,3.7
5487,New Punjabi Khana,1,New Delhi,G-7/35-36| Aggarwal Bhawan| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,104,200,3.9
308331,Pizza Hut Delivery,1,New Delhi,8-9| Satyam Cinema Complex| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,Italian| Pizza| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,103,800,3.6
18126080,Shree Rathnam,1,New Delhi,Shop G-8/9| Plot 32-33| Kusal Bazar| Near Satyam Cinema| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,South Indian| North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,2,58,800,3.6
148,Subway,1,New Delhi,3| Satyam Cineplex| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,American| Fast Food| Salad| Healthy Food,Indian Rupees(Rs.),No,No,No,No,2,142,500,3.6
18412898,Al Mughal,1,New Delhi,57/5| Manjusha Building| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,Mughlai,Indian Rupees(Rs.),No,No,No,No,1,2,250,1
5528,Anupama Restaurant,1,New Delhi,GF 10| Bajaj House| Building 97| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,1,150,1
17953929,Cafe Einstein,1,New Delhi,21| Paharpur Business Centre| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,2,1,550,1
18355121,Delicious Eating Corner,1,New Delhi,Shop 2 & 3| DDA Mini Market| Opposite Wine Shop| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,1
9210,Gupta Rasoi,1,New Delhi,60| DDA Mini Market| Opposite Chiranjiv Tower| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,1,200,1
2703,Paras Chicken Point,1,New Delhi,DDA Mini Market| Behind Paras Cinema| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,1,400,1
18478963,Ralhan Eating Corner,1,New Delhi,Shop 2| DDA Mini Market| Opposite Wine Shop| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,1
2232,Pind Balluchi,1,New Delhi,103/104-A| Goverdhan House| Behind Satyam Cinema| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),Yes,Yes,No,No,3,184,1000,2.4
2775,Oh! Calcutta,1,New Delhi,Ground Floor| E Block| Opposite Satyam Cinema| Nehru Place| New Delhi,Nehru Place,Nehru Place| New Delhi,Bengali| Seafood,Indian Rupees(Rs.),Yes,Yes,No,No,3,1293,1400,4.4
311623,Alcoholic Lounge & Bar,1,New Delhi,Level 1| Fun Cinemas| North Square Mall| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Finger Food,Indian Rupees(Rs.),Yes,No,No,No,3,21,1800,2.8
311077,Baljeet's Amritsari Koolcha,1,New Delhi,G-36| Aggarwal Millenium| Tower 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,110,300,3.1
492,Bikanervala,1,New Delhi,1| ITL Twin Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| South Indian| Fast Food| Street Food| Chinese| Beverages| Desserts| Mithai,Indian Rupees(Rs.),No,Yes,No,No,2,89,550,3.4
304030,Cafe Coffee Day,1,New Delhi,C-123| PP Towers| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe,Indian Rupees(Rs.),No,No,No,No,1,32,450,3.3
18366028,Chicago Pizza,1,New Delhi,G-41| Agarwal Millenium Tower 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Italian| Pizza,Indian Rupees(Rs.),No,Yes,No,No,2,42,500,3.4
18168143,Cocoberry,1,New Delhi,12-13| PP Tower| Main Camp Road| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Desserts,Indian Rupees(Rs.),No,Yes,No,No,1,32,300,3.3
18294246,Dilli Chaap Wale,1,New Delhi,G-41| Aggarwal Cyber Plaza 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,24,450,3.4
2370,Dips,1,New Delhi,G 37| Aggarwal Millenium| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,South Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,1,23,300,2.8
3893,Domino's Pizza,1,New Delhi,G-11| 12| & 17| Plot C-4| 5| & 6| Aggarwal Cyber Plaza| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Pizza| Fast Food,Indian Rupees(Rs.),No,No,No,No,2,85,700,3.4
5366,Gullu's,1,New Delhi,ITL Twin Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),No,No,No,No,2,45,550,2.9
18037828,Hashtag Foods,1,New Delhi,G-89| Aggarwal Millennium| Tower 2| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Beverages,Indian Rupees(Rs.),No,Yes,No,No,1,80,300,3.4
2377,Mini Meals,1,New Delhi,G-45| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| South Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,66,300,2.7
18384151,No Name - Taste Hi Kaafi Hai,1,New Delhi,Unit G-73| Aggarwal Cyber Plaza 2| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Burger| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,31,400,3.2
2966,Pind Balluchi,1,New Delhi,113 to 120| 1st Floor| PP Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),Yes,Yes,No,No,3,261,1000,2.7
257,Pizza Hut,1,New Delhi,G-5| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Italian| Pizza| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,3,211,1000,3.3
2380,Raj Bhature wala,1,New Delhi,G-40| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Fast Food| Chinese,Indian Rupees(Rs.),No,Yes,No,No,1,84,350,3.4
18285222,Rolls Tiger,1,New Delhi,G-36| PP Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,49,450,3.4
309463,SGF - Spice Grill Flame,1,New Delhi,G-76| Ground Floor| Aggarwal Millenium| Tower 2| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese,Indian Rupees(Rs.),No,Yes,No,No,2,80,500,3.4
18219550,Smoksha Cafe and Lounge,1,New Delhi,G-55/58| Aggrawal Metro Heights| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe| Chinese,Indian Rupees(Rs.),No,No,No,No,2,60,600,3.4
3230,Subway,1,New Delhi,2-4| Metro Station| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,American| Fast Food| Salad| Healthy Food,Indian Rupees(Rs.),No,Yes,No,No,2,131,500,3.4
309542,Sura Vie,1,New Delhi,101| Aggarwal Cyber Plaza 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Italian| Chinese| Thai,Indian Rupees(Rs.),Yes,Yes,No,No,3,391,1400,3.4
2965,Billu's Hut,1,New Delhi,G-28| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Chinese,Indian Rupees(Rs.),No,No,No,No,1,813,350,3.9
3372,BTW,1,New Delhi,G-46| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Street Food,Indian Rupees(Rs.),No,No,No,No,1,459,200,3.7
312223,Burger King,1,New Delhi,1st Floor| Plot C-1| 2 & 3| PP Towers| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Burger| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,426,500,3.6
8828,Cafe Coffee Day,1,New Delhi,Redpro Building| Near Max Hospital| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe,Indian Rupees(Rs.),No,No,No,No,1,50,450,3.5
2524,Chills 'n' Grills,1,New Delhi,G-33| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Chinese,Indian Rupees(Rs.),No,Yes,No,No,1,69,350,3.6
18458640,Fusion N Food,1,New Delhi,G-4| Pearl Best Height 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food,Indian Rupees(Rs.),No,No,No,No,1,22,300,3.8
2532,Giani,1,New Delhi,G-33 & 34| Aggarwal Cyber Plaza| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Ice Cream| Desserts,Indian Rupees(Rs.),No,Yes,No,No,1,87,400,3.6
5368,Hot Spot,1,New Delhi,G-49| Aggarwal Millenium| Tower 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| North Indian| Beverages,Indian Rupees(Rs.),No,No,No,No,1,201,400,3.8
18272383,La Americana,1,New Delhi,101-102| HB Twin Tower| Max Hospital| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Burger,Indian Rupees(Rs.),No,Yes,No,No,1,139,450,3.6
18332018,Mogambo Khush Hua,1,New Delhi,G-45| Agarwal Cyber Plaza| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Chinese,Indian Rupees(Rs.),No,Yes,No,No,1,121,400,3.8
18423901,Niti Shake & Ice Cream Hub,1,New Delhi,G 75| Agarwal Cyber Plaza II| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Desserts| Beverages,Indian Rupees(Rs.),No,No,No,No,1,23,200,3.8
1969,Pacific Asia,1,New Delhi,G-3| Cascade Shopping Center| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese,Indian Rupees(Rs.),Yes,Yes,No,No,3,151,1200,3.7
18455548,Papa Veg Chinese Food,1,New Delhi,Shop G-25| Ground Floor| Aggarwal Millennium Tower 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Chinese,Indian Rupees(Rs.),No,Yes,No,No,1,29,450,3.8
310126,Pasta Hut,1,New Delhi,Shop 72| Aggarwal Heights| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food,Indian Rupees(Rs.),No,No,No,No,1,82,400,3.5
5291,Ram G Snacks & Food Corner,1,New Delhi,20| GDITL| North X Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese| Street Food,Indian Rupees(Rs.),No,No,No,No,1,34,150,3.5
3522,Sandwich King,1,New Delhi,G-30| Aggarwal Millenium Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Beverages,Indian Rupees(Rs.),No,No,No,No,2,99,500,3.8
18345519,Shake Eat Up,1,New Delhi,G-7| Pearls Best Heights-II| Near Max Hospital| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Beverages,Indian Rupees(Rs.),No,No,No,No,1,155,400,3.9
305967,Starbucks,1,New Delhi,HB Twin tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe,Indian Rupees(Rs.),No,No,No,No,2,294,700,3.7
18432015,The Chai Story,1,New Delhi,G-7| HB Twin Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe,Indian Rupees(Rs.),No,No,No,No,1,22,300,3.6
18204820,Themis Barbecue House,1,New Delhi,Shop 251| 2nd Floor| Aggarwal Millennium Tower 1| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian,Indian Rupees(Rs.),Yes,No,No,No,3,457,1400,3.8
18361244,Utsav,1,New Delhi,Shop G-17| Aggarwal Millenium Tower-I| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Bakery,Indian Rupees(Rs.),No,No,No,No,1,13,250,3.5
9561,Barbeque Nation,1,New Delhi,101 & 102| 1st Floor| Agarwal Corporate Heights| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,3,937,1600,4.1
18466059,Bistro 57,1,New Delhi,G-9| P.P. Towers| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Fast Food| Beverages,Indian Rupees(Rs.),No,No,No,No,2,20,500,4
18361780,Calendar Khana Laao,1,New Delhi,D-6| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese| Continental,Indian Rupees(Rs.),No,Yes,No,No,3,42,1000,4.2
18208880,Chaayos,1,New Delhi,Ground Floor| PP Tower| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,Cafe| Tea,Indian Rupees(Rs.),No,Yes,No,No,1,156,400,4.1
307620,Eleven Course,1,New Delhi,NDM 2| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese| Italian| Mexican| Lebanese,Indian Rupees(Rs.),No,No,No,No,3,537,1650,4
302242,Sinciti,1,New Delhi,1st Floor| Gopal Heights| Plot D-9| Netaji Subhash Place| New Delhi,Netaji Subhash Place,Netaji Subhash Place| New Delhi,North Indian| Chinese| Italian| Lebanese| Mexican,Indian Rupees(Rs.),Yes,Yes,No,No,3,277,1200,4
310348,Admission Lounge,1,New Delhi,7| Commercial Complex| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Continental| Chinese| Fast Food,Indian Rupees(Rs.),Yes,No,No,No,4,24,2500,2.7
309680,Al Zaika,1,New Delhi,1/9C| Main Road| Taimoor Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),No,No,No,No,2,8,700,2.9
1508,Angels in my Kitchen,1,New Delhi,9-AB| Taimur Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,1,88,350,3.2
18312565,Asian Curry,1,New Delhi,Shop  6| LSC Site| CSC| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Thai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,5,800,3
311553,Chaska,1,New Delhi,D-268/2| Tikona Park| Jamia Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Fast Food| North Indian,Indian Rupees(Rs.),No,No,No,No,2,47,500,3.3
7720,Chik Chow,1,New Delhi,25-27| LSC| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,Yes,No,No,2,62,650,3.3
308332,Deep Sweet Corner,1,New Delhi,74 Bharat Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Fast Food| Chinese| Mithai,Indian Rupees(Rs.),No,No,No,No,1,16,400,2.7
306331,Deepika Khaitan's Cakes,1,New Delhi,70-B| West New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts,Indian Rupees(Rs.),No,No,No,No,2,4,700,2.9
18303863,Dhaba On Wheels,1,New Delhi,Next to Mata Ki Mandir| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),No,No,No,No,2,15,600,2.7
212,Domino's Pizza,1,New Delhi,32-33| Grandlays Cinema Complex| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Pizza| Fast Food,Indian Rupees(Rs.),No,No,No,No,2,95,700,2.8
304183,Evergreen Sweets,1,New Delhi,156| Opposite Escort Heart Institute| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| South Indian| Chinese| Mithai,Indian Rupees(Rs.),No,No,No,No,1,14,350,2.8
1915,Gopala,1,New Delhi,Shop 38| C Block Market| Near Mata Mandir| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Mithai| Street Food,Indian Rupees(Rs.),No,No,No,No,1,7,250,3
5901,Green Chick Chop,1,New Delhi,29 & 43| Block C| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Raw Meats| North Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,12,350,3
311824,Halal Pizza Fun,1,New Delhi,E-268| Ground Floor| Tikona Park| Jamia Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Pizza| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,7,450,3.1
18376488,Keventers,1,New Delhi,Shop 15| Community Centre| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Beverages,Indian Rupees(Rs.),No,Yes,No,No,1,13,400,3.3
300013,Khan Chicken Biryani,1,New Delhi,158| Sarai Julena| Jamia Nagar| Near| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,2,9,500,2.9
181,McDonald's,1,New Delhi,Near Grindlays Cinema| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Fast Food| Burger,Indian Rupees(Rs.),No,Yes,No,No,2,127,500,3.4
18277019,Midnight Bites,1,New Delhi,Jamia Nagar| Near| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Chinese| Fast Food,Indian Rupees(Rs.),No,No,No,No,2,10,550,3.1
7721,Moti Mahal Delux,1,New Delhi,31| LSC| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),No,Yes,No,No,2,44,800,2.9
308334,MT Everest Food Corner,1,New Delhi,Shop 99| Sarai Jullena| Near Escort Hospital| Near New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,2,28,700,2.9
309675,Muradabad Ki Mashoor Sama Chicken Biryani,1,New Delhi,Opposite Escort Hospital| Sarai Jullena| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Biryani| North Indian,Indian Rupees(Rs.),No,No,No,No,1,5,350,2.9
300020,New Laziz,1,New Delhi,9 C| Taimoor Nagar| Near Honey Money Top| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai,Indian Rupees(Rs.),No,No,No,No,2,6,550,2.9
7717,Talab South Indian Restaurant,1,New Delhi,156 D| Sarai Julena| Near Escort Heart Institute| Okhla Road| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,South Indian| Chinese,Indian Rupees(Rs.),No,No,No,No,1,14,200,2.7
303547,Tipu Sultan Chicken Point,1,New Delhi,Near Batla House Bus Stand| Jamia Nagar| Near| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Biryani| Mughlai,Indian Rupees(Rs.),No,No,No,No,1,27,250,3.2
18228903,Yo Wok,1,New Delhi,A-92| Namberdar Estate| Gurudwara Road| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Chinese| Japanese| Thai,Indian Rupees(Rs.),Yes,No,No,No,2,4,750,2.8
18428200,Zoet Desserts,1,New Delhi,11| Eastern Avenue Maharani Bagh| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts,Indian Rupees(Rs.),No,No,No,No,2,8,600,3
18144480,Zooby's Kitchen,1,New Delhi,New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,21,800,2.8
302945,Hotel Malabar,1,New Delhi,37-A| Sarai Juliena| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Kerala| Biryani,Indian Rupees(Rs.),No,No,No,No,1,129,400,3.6
18471283,Hwealthcafe,1,New Delhi,Plot 11| 1st Floor| Above Canara Bank| Community Centre Market| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Cafe| Healthy Food| Continental,Indian Rupees(Rs.),No,Yes,No,No,2,29,800,3.5
18337892,Noorjahan,1,New Delhi,A-36| ICs Hotel| Abul Fazal Enclave| Near Jamia Nagar Thaana| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,17,700,3.8
267,Pizza Hut Delivery,1,New Delhi,19-20| Grandlay Cinema Building| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Italian| Pizza| Fast Food,Indian Rupees(Rs.),No,Yes,No,No,2,189,800,3.9
18424893,Sushiya Express,1,New Delhi,A-92 C| 2nd Floor| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Sushi| Asian,Indian Rupees(Rs.),No,Yes,No,No,2,30,800,3.5
306526,Tuptakes,1,New Delhi,84 C| D Block| Bharat Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts,Indian Rupees(Rs.),No,No,No,No,1,52,350,3.6
18133511,Annapurna Food Point,1,New Delhi,Shop 2/8| DDA Market| Opposite Maharani Bagh| Kilokari| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,1,200,1
18456744,Arabian & Turkish Caf?,1,New Delhi,New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Turkish| Arabian| Moroccan| Lebanese,Indian Rupees(Rs.),No,No,No,No,1,0,400,1
303559,Brij Palace Restaurant,1,New Delhi,4| Okhla Bus Stand| Jamia Nagar| Near| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,2,250,1
18352261,Bruncheez,1,New Delhi,112| Hari Nagar Ashram| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Fast Food,Indian Rupees(Rs.),No,No,No,No,1,2,150,1
310692,Buena Tierra,1,New Delhi,Shop 4| CSC Market| A Block| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery,Indian Rupees(Rs.),No,No,No,No,1,2,300,1
18313141,Cafe Coffee Day,1,New Delhi,1st Floor| Escorts Heart Institute| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Cafe,Indian Rupees(Rs.),No,No,No,No,1,2,450,1
312446,Chokoreto - The Cake Design Studio,1,New Delhi,M-33| Srinivas Puri| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts,Indian Rupees(Rs.),No,No,No,No,1,1,300,1
18245296,Crazylicious Cakes N Desserts,1,New Delhi,A-28| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Bakery| Desserts,Indian Rupees(Rs.),No,No,No,No,1,2,300,1
18254540,Halal Pizza 'n' Joy,1,New Delhi,68| Tikona Park Jamia Nagar| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Pizza,Indian Rupees(Rs.),No,No,No,No,1,2,450,1
18354644,Shree Bhojnalaya,1,New Delhi,Sarai Julena| Near Red Light| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,1
7684,Shree Laxmi Dhaba,1,New Delhi,Opposite Fortis Escorts Hospital| Sarai Julena| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian,Indian Rupees(Rs.),No,No,No,No,1,3,100,1
18180047,Swaad Restaurant,1,New Delhi,D-2/E-321| Near MCD School| Okhla Main Road| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,North Indian| Mughlai| Chinese,Indian Rupees(Rs.),No,No,No,No,2,2,700,1
18366586,The Bay Leaf,1,New Delhi,D-88| Saraia Jullena| Okhla Road| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Chinese| Indian,Indian Rupees(Rs.),No,No,No,No,2,1,500,1
112,Lotus Pond,1,New Delhi,K-185| Surai Jullena| New Friends Colony| New Delhi,New Friends Colony,New Friends Colony| New Delhi,Chinese| Seafood| Asian,Indian Rupees(Rs.),Yes,Yes,No,No,3,391,1800,4.2
1903,Cafe Turtle,1,New Delhi,8| Nizamuddin East Market| Nizamuddin| New Delhi,Nizamuddin,Nizamuddin| New Delhi,Cafe| Italian| Lebanese,Indian Rupees(Rs.),No,No,No,No,3,36,1000,3.2
300710,Gulfam Kashmiri Wazwan,1,New Delhi,3| Building 5| Basti| Hazrat Nizamuddin| Nizamuddin| New Delhi,Nizamuddin,Nizamuddin| New Delhi,Mughlai,Indian Rupees(Rs.),No,No,No,No,1,38,300,3.4
308065,Kit Care Kabab Corner,1,New Delhi,Shop T21| Near Musafir Khaana| Nizamuddin| New Delhi,Nizamuddin,Nizamuddin| New Delhi,North Indian| Fast Food,Indian Rupees(Rs.),No,No,No,No,1,10,350,2.9
18441549,Liter Basar,1,New Delhi,Nizamuddin East| Nizamuddin| New Delhi,Nizamuddin,Nizamuddin| New Delhi,Bakery,Indian Rupees(Rs.),No,No,No,No,1,7,350,3.1
